id,collection,dc.authority.academicField2024[*],dc.authority.advisor[en],dc.authority.anceserie,dc.authority.anceserie[en],dc.authority.phdCourse,dc.authority.project[en],dc.authority.sdg,dc.authority.sdg[en],dc.contributor.area[*],dc.coverage.academiccycle[en],dc.coverage.academicyear[en],dc.date.accepted,dc.date.accessioned,dc.date.aheadofprint,dc.date.available,dc.date.created,dc.description.abstracteng,dc.description.abstracteng[en],dc.description.abstractita[en],dc.description.doctoreuropaeus[en],dc.description.otherinformation[en],dc.description.sponsorship[en],dc.identifier.citation,dc.identifier.citation[en],dc.identifier.doicontainer[en],dc.identifier.isbn,dc.identifier.isbn[en],dc.publisher.country,dc.publisher.country[en],dc.publisher.name,dc.publisher.name[en],dc.publisher.place[en],dc.relation.allauthors[en],dc.relation.alleditors[en],dc.relation.article[en],dc.relation.conferencedate[en],dc.relation.conferencename,dc.relation.conferencename[en],dc.relation.conferencenumber[en],dc.relation.conferenceplace,dc.relation.conferenceplace[en],dc.relation.ispartofbook[en],dc.relation.projectAcronym[*],dc.relation.projectAcronym[en],dc.relation.projectAwardNumber[en],dc.relation.projectAwardTitle[en],dc.relation.projectFunderName[en],dc.relation.projectFundingStream[en],dc.relation.projectGrantNo[*],dc.subject.keywordseng,dc.subject.keywordseng[en],dc.type.contribution[en],dc.type.invited[en],dc.type.publicationstatus[en],dc.type.research[en],iris.bncf.datainvio[*],iris.bncf.handle[*],iris.bncf.nbn[*],iris.bncf.stato[*],iris.bncf.uuid[*],iris.isi.extIssued,iris.isi.extTitle,iris.isi.ideLinkStatusDate[*],iris.isi.ideLinkStatusMillisecond[*],iris.isi.metadataErrorDescription,iris.isi.metadataErrorType,iris.isi.metadataStatus,iris.mediafilter.data[*],iris.orcid.lastModifiedDate[*],iris.orcid.lastModifiedMillisecond[*],iris.scopus.extIssued,iris.scopus.extTitle,iris.scopus.ideLinkStatusDate[*],iris.scopus.ideLinkStatusMillisecond[*],iris.sitodocente.maxattempts,iris.unpaywall.bestoahost[*],iris.unpaywall.bestoaversion[*],iris.unpaywall.doi[*],iris.unpaywall.errorsynciris[*],iris.unpaywall.hosttype[*],iris.unpaywall.isoa[*],iris.unpaywall.journalisindoaj[*],iris.unpaywall.landingpage[*],iris.unpaywall.license[*],iris.unpaywall.metadataCallLastModified,iris.unpaywall.metadataCallLastModifiedMillisecond,iris.unpaywall.oastatus[*],iris.unpaywall.pdfurl[*],iris.unpaywall.previousstate[*],isi.authority.ancejournal[*],isi.authority.anceserie[*],isi.authority.sdg[*],isi.category[*],isi.contributor.affiliation,isi.contributor.country,isi.contributor.name,isi.contributor.researcherId,isi.contributor.subaffiliation,isi.contributor.surname,isi.date.issued[*],isi.description.abstracteng[*],isi.description.allpeopleoriginal[*],isi.document.sourcetype[*],isi.document.type[*],isi.document.typenorm[*],isi.document.types[*],isi.identifier.doi[*],isi.identifier.eissn[*],isi.identifier.isi[*],isi.journal.journaltitle[*],isi.journal.journaltitleabbrev[*],isi.language.original[*],isi.publisher.place[*],isi.relation.firstpage[*],isi.relation.issue[*],isi.relation.lastpage[*],isi.relation.volume[*],isi.title[*],scopus.authority.ancejournal[*],scopus.authority.anceserie[*],scopus.category[*],scopus.contributor.affiliation,scopus.contributor.afid,scopus.contributor.auid,scopus.contributor.country,scopus.contributor.dptid,scopus.contributor.name,scopus.contributor.subaffiliation,scopus.contributor.surname,scopus.date.issued[*],scopus.description.abstracteng[*],scopus.description.allpeopleoriginal[*],scopus.differences[*],scopus.document.type[*],scopus.document.types[*],scopus.funding.funders[*],scopus.funding.ids[*],scopus.identifier.doi[*],scopus.identifier.eissn[*],scopus.identifier.isbn[*],scopus.identifier.pui[*],scopus.identifier.scopus[*],scopus.journal.sourceid[*],scopus.language.iso[*],scopus.publisher.name[*],scopus.relation.article[*],scopus.relation.conferencedate[*],scopus.relation.conferencename[*],scopus.relation.conferenceplace[*],scopus.relation.firstpage[*],scopus.relation.issue[*],scopus.relation.lastpage[*],scopus.relation.volume[*],scopus.subject.keywords[*],scopus.title[*],scopus.titleeng[*]
"9c7c1c45-616c-40b6-8696-f38e16850e0a","10281/9140",,,,"FRONTIERS IN ARTIFICIAL INTELLIGENCE AND APPLICATIONS::journal61451::600",,,,"Goal 9: Industry, Innovation, and Infrastructure::29628::600","AREA MIN. 01 - SCIENZE MATEMATICHE E INFORMATICHE||AREA MIN. 01 - SCIENZE MATEMATICHE E INFORMATICHE||AREA MIN. 01 - SCIENZE MATEMATICHE E INFORMATICHE||AREA MIN. 01 - SCIENZE MATEMATICHE E INFORMATICHE",,,,"2025-11-09T11:53:26Z",,"2025-11-09T11:53:26Z","2025-10-25","Managing large public events involves significant challenges, including transportation congestion, attendee coordination, and enhancing the overall event experience. This paper introduces a novel approach that integrates Large Language Models (LLMs) and generative AI to address these issues effectively. We present a framework that leverages enriched knowledge graphs comprising diverse datasets, such as geographic information, transportation systems, environmental factors, and more, to recommend personalised, context-aware itineraries. By employing LLMs, we aim to manage attendee flow, stagger departure times, and guide individuals through engaging points of interest. Additionally, we incorporate generative AI to design gamified content, such as interactive quizzes and puzzles, tailored to user preferences. These gamification elements not only provide entertainment but also encourage staggered event departures, mitigating post-event congestion. The experimental study conducted in Milan demonstrated the effectiveness of the proposed system: AI-generated itineraries closely matched expected travel times, with minimal deviations of 2-5 minutes. Moreover, responses to the user experience questionnaire reflected high levels of usability, engagement, and overall satisfaction, reinforcing the potential of this approach for improving post-event mobility and attendee experience.",,,,,,,"Spahiu, B., Cremaschi, M., Maurino, A., Vizzari, G. (2025). Harnessing Large Language Models for Efficient Crowd Management in Large-Scale Events. In 28th European Conference on Artificial Intelligence, 25-30 October 2025, Bologna, Italy – Including 14th Conference on Prestigious Applications of Intelligent Systems (PAIS 2025) (pp.5272-5279). IOS Press BV [10.3233/faia251463].",,,"9781643686318",,,"IOS Press BV",,,,,,"2025",,"28th European Conference on Artificial Intelligence (ECAI 2025), 25-30 October 2025, Bologna, Italy – Including 14th Conference on Prestigious Applications of Intelligent Systems (PAIS 2025) - 25 October 2025 - 30 October 2025",,,"Bologna, Italy","28th European Conference on Artificial Intelligence, 25-30 October 2025, Bologna, Italy – Including 14th Conference on Prestigious Applications of Intelligent Systems (PAIS 2025)",,,,,,,,"large language models, generative AI, mobility",,"paper","contributo",,"Scientifica",,,,,,,,,,,,,"2025/11/11 04:00:08","2026/01/08 10:16:54","1767863814853","2025","Harnessing Large Language Models for Efficient Crowd Management in Large-Scale Events","2026/01/08 10:13:59","1767863639019","1","publisher","publishedVersion","10.3233/faia251463",,"publisher","true","false","https://doi.org/10.3233/faia251463","cc-by-nc","23/01/2026 02:44:22","1769132662870","hybrid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FRONTIERS IN ARTIFICIAL INTELLIGENCE AND APPLICATIONS###0922-6389","1702","University of Milan - Bicocca||University of Milan - Bicocca||University of Milan - Bicocca||University of Milan - Bicocca","60012306||60012306||60012306||60012306","56454388200||56167172000||22433645700||8971141900","Italy||Italy||Italy||Italy","","Blerina||Marco||Andrea||Giuseppe","","Spahiu||Cremaschi||Maurino||Vizzari","2025","Managing large public events involves significant challenges, including transportation congestion, attendee coordination, and enhancing the overall event experience. This paper introduces a novel approach that integrates Large Language Models (LLMs) and generative AI to address these issues effectively. We present a framework that leverages enriched knowledge graphs comprising diverse datasets, such as geographic information, transportation systems, environmental factors, and more, to recommend personalised, context-aware itineraries. By employing LLMs, we aim to manage attendee flow, stagger departure times, and guide individuals through engaging points of interest. Additionally, we incorporate generative AI to design gamified content, such as interactive quizzes and puzzles, tailored to user preferences. These gamification elements not only provide entertainment but also encourage staggered event departures, mitigating post-event congestion. The experimental study conducted in Milan demonstrated the effectiveness of the proposed system: AI-generated itineraries closely matched expected travel times, with minimal deviations of 2-5 minutes. Moreover, responses to the user experience questionnaire reflected high levels of usability, engagement, and overall satisfaction, reinforcing the potential of this approach for improving post-event mobility and attendee experience.","Spahiu B.; Cremaschi M.; Maurino A.; Vizzari G.","scopus.description.allpeopleoriginal||scopus.relation.conferencename||scopus.relation.conferenceplace","cp","cp",,,"10.3233/FAIA251463","1879-8314","9781643686318","649492152","2-s2.0-105024408776","19500157321","eng","IOS Press BV",,"2025","28th European Conference on Artificial Intelligence, ECAI 2025, including 14th Conference on Prestigious Applications of Intelligent Systems, PAIS 2025","ita","5272",,"5279","413",,"Harnessing Large Language Models for Efficient Crowd Management in Large-Scale Events","Harnessing Large Language Models for Efficient Crowd Management in Large-Scale Events"
"61472b5c-416d-4ae8-abb5-953759de145b","10281/9139",,,,,,,,"Not applicable::31921::600","AREA MIN. 01 - SCIENZE MATEMATICHE E INFORMATICHE||AREA MIN. 01 - SCIENZE MATEMATICHE E INFORMATICHE",,,,"2025-05-29T06:34:19Z","2025-02-21","2025-05-29T06:34:19Z",,"The capabilities of LLMs represent a pivotal step in transforming how we manage and interact with information and data. We witness an increasingly pervasive use of such models in various computational tasks. In some preliminary works, attempts to integrate Knowledge Graphs and Large Language Models (LLMs) can be identified, in particular, to perform the classic tasks related to the construction of Knowledge Graphs through semantic annotation of texts. Nowadays, tables are widely used and play a crucial role in creating, organising, and sharing information that could be used to produce factual knowledge to be integrated into a Knowledge Graph. However, table-to-KG techniques through LLM have not been extensively investigated. This paper presents stEELlm, an innovative Semantic Table Interpretation approach obtained by fine-tuning the Mixtral 8x7B model. Conducted experiments demonstrate the capabilities of our model to successfully create semantic annotations of heterogeneous datasets, a scenario where classic approaches based on heuristics tend to fail.",,,,,,,"Cremaschi, M., D'Adda, F., Maurino, A. (2025). stEELlm: An LLM for Generating Semantic Annotations of Tabular Data. ACM TRANSACTIONS ON INTELLIGENT SYSTEMS AND TECHNOLOGY [10.1145/3719206].",,,,,"US",,"Association for Computing Machinery",,,,,,,,,,,,,,,,,,,"Large Language Models; Knowledge Graphs; Pre-training; Fine-tuning; Prompt Engineering; Semantic Table Interpretation",,"Articolo in rivista - Articolo scientifico",,"In corso di stampa","Scientifica",,,,,,,,,,,,,,"2025/12/29 09:57:19","1766998639439",,,,,"1",,,"10.1145/3719206",,,"false","false",,,"04/02/2026 03:36:37","1770172597398","closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"e39773c6-5235-35a3-e053-3a05fe0aac26","10281/9139",,,,,,,"Goal 3: Good health and well-being::29622::600",,"AREA MIN. 14 - SCIENZE POLITICHE E SOCIALI||AREA MIN. 01 - SCIENZE MATEMATICHE E INFORMATICHE||AREA MIN. 14 - SCIENZE POLITICHE E SOCIALI||AREA MIN. 11 - SCIENZE STORICHE, FILOSOFICHE, PEDAGOGICHE, PSICOLOGICHE||AREA MIN. 05 - SCIENZE BIOLOGICHE||AREA MIN. 05 - SCIENZE BIOLOGICHE||AREA MIN. 01 - SCIENZE MATEMATICHE E INFORMATICHE||AREA MIN. 14 - SCIENZE POLITICHE E SOCIALI",,,,"2021-09-16T12:14:27Z","2021-09-07","2021-09-16T12:14:27Z",,"BACKGROUND: Aging is a process that does not refer only to the accumulation of damage in a human being over time but rather to individual changes determined by genetic, lifestyle, social and environmental factors. Aging is one of the greatest known risk factors for most human diseases. An older person in good health has a good level of independence, weighs less on the national health system and plays a productive and active role in his/her community; thus, the concept of 'healthy aging', reflecting older adult-environment fit should be promoted. The interactions between lifestyle, including nutrition, and health play a fundamental role in the aging process; eating habits and eating behaviours are recognized as important modifiable factors potentially leading to a healthy 'phenotype'. OBJECTIVE AND METHODS: A multidisciplinary consortium with three Italian universities (the University of Milano-Bicocca, University of Pavia and University of Calabria) and Italian Small-Medium Enterprises proposed the Food Social Network (Food NET) project. Food NET overall outcome is to achieve target-specific guidelines and exact technologies for accessible functional foods, aimed at improving the quality of life and nutritional status of citizens (aged&gt;65) of the Metropolitan City of Milan (Italy). CONCLUSIONS: This project is part of the 'Smart Living' and food-related strategies aimed at responding to the needs of this target population, developing new food products, appropriate to meet the specific requirements and ensuring and promoting sustainable diets for healthy aging by effective food policy approaches.",,,,,,,"Giuseppe, R., Colleoni, M., Cremaschi, M., Daconto, L., Napoli, I., Gallace, A., et al. (2022). How to preserve healthy aging through nutritional strategies: The new approach of the Food Social Network (Food NET) project. MEDITERRANEAN JOURNAL OF NUTRITION AND METABOLISM, 15(1), 91-101 [10.3233/MNM-211500].",,,,,"NL",,"IOS Press",,,,,,,,,,,,,,,,,,,"Food insecurity; functional food; healthy aging; nutrition assessment; nutrition policy;",,"Articolo in rivista - Articolo scientifico",,"Pubblicato","Scientifica",,,,,,"2022","How to preserve healthy aging through nutritional strategies: The new approach of the Food Social Network (Food NET) project",,,,,,"2025/03/25 03:32:33","2024/09/12 07:54:18","1726120458784","2022","How to preserve healthy aging through nutritional strategies: The new approach of the Food Social Network (Food NET) project",,,"1","repository","submittedVersion","10.3233/mnm-211500",,"repository","true","false","https://hdl.handle.net/10281/327220","other-oa","11/02/2026 04:02:32","1770778952679","green",,,"MEDITERRANEAN JOURNAL OF NUTRITION AND METABOLISM###1973-798X",,"Goal 3: Good health and well-being###29622","PY||SA","University of Pavia||University of Milano-Bicocca||University of Milano-Bicocca||University of Milano-Bicocca||University of Pavia||University of Milano-Bicocca||University of Milano-Bicocca||University of Milano-Bicocca||University of Milano-Bicocca||University of Pavia||University of Pavia||University of Milano-Bicocca||University of Pavia","Italy||Italy||Italy||Italy||Italy||Italy||Italy||Italy||Italy||Italy||Italy||Italy||Italy","Rachele||Matteo||Marco||Luca||Ilaria||Alberto||Lorenzo||Massimo||Andrea||Chiara Elena||Alessandra||Sara||Hellas","K-4899-2018||EOW-8545-2022||LPQ-1600-2024||ETY-2392-2022||GDX-8215-2022||L-7276-2015||ACA-4405-2022||FFR-6446-2022||FMK-8474-2022||ECH-5893-2022||AHC-9456-2022||GJI-8067-2022||AAB-9995-2019","Dept Publ Hlth Expt & Forens Med||Bicocca Ctr Sci & Technol FOOD BEST4FOOD||Dept Comp Sci Syst & Commun||Bicocca Ctr Sci & Technol FOOD BEST4FOOD||Dept Publ Hlth Expt & Forens Med||Bicocca Ctr Sci & Technol FOOD BEST4FOOD||Bicocca Ctr Sci & Technol FOOD BEST4FOOD||Bicocca Ctr Sci & Technol FOOD BEST4FOOD||Bicocca Ctr Sci & Technol FOOD BEST4FOOD||Dept Publ Hlth Expt & Forens Med||Dept Publ Hlth Expt & Forens Med||Dept Sociol & Social Res||Dept Publ Hlth Expt & Forens Med","De Giuseppe||Colleoni||Cremaschi||Daconto||Di Napoli||Gallace||Guzzetti||Labra||Maurino||Tomasinelli||Vincenti||Zizzari||Cena","2022","BACKGROUND: Aging is a process that does not refer only to the accumulation of damage in a human being over time but rather to individual changes determined by genetic, lifestyle, social and environmental factors. Aging is one of the greatest known risk factors for most human diseases. An older person in good health has a good level of independence, weighs less on the national health system and plays a productive and active role in his/her community; thus, the concept of ""healthy aging"", reflecting older adult-environment fit should be promoted. The interactions between lifestyle, including nutrition, and health play a fundamental role in the aging process; eating habits and eating behaviours are recognized as important modifiable factors potentially leading to a healthy ""phenotype"".OBJECTIVE AND METHODS: A multidisciplinary consortium with three Italian universities (the University of Milano-Bicocca, University of Pavia and University of Calabria) and Italian Small-Medium Enterprises proposed the Food Social Network (Food NET) project. Food NET overall outcome is to achieve target-specific guidelines and exact technologies for accessible functional foods, aimed at improving the quality of life and nutritional status of citizens (aged>65) of the Metropolitan City of Milan (Italy).CONCLUSIONS: This project is part of the ""Smart Living"" and food-related strategies aimed at responding to the needs of this target population, developing new food products, appropriate to meet the specific requirements and ensuring and promoting sustainable diets for healthy aging by effective food policy approaches.","De Giuseppe, R; Colleoni, M; Cremaschi, M; Daconto, L; Di Napoli, I; Gallace, A; Guzzetti, L; Labra, M; Maurino, A; Tomasinelli, CE; Vincenti, A; Zizzari, S; Cena, H;","WOS.ESCI","Article","Articolo in rivista - Articolo scientifico","Article","10.3233/MNM-211500","1973-7998","WOS:000771200000009","MEDITERRANEAN JOURNAL OF NUTRITION AND METABOLISM","MEDITERR J NUTR META","English","NIEUWE HEMWEG 6B, 1013 BG AMSTERDAM, NETHERLANDS","91","1","101","15","How to preserve healthy aging through nutritional strategies: The new approach of the Food Social Network (Food NET) project","MEDITERRANEAN JOURNAL OF NUTRITION AND METABOLISM###1973-798X",,"2712||1106||2916","University of Milano-Bicocca||University of Milan-Bicocca||University of Milano-Bicocca||University of Milan-Bicocca||University of Pavia||University of Milano-Bicocca||University of Milano-Bicocca||University of Milano-Bicocca||University of Milano-Bicocca||University of Pavia||University of Pavia||University of Milan-Bicocca||ICS Maugeri IRCCS","60012306||60012306||60012306||60012306||60015197||60012306||60012306||60012306||60012306||60015197||60015197||60012306||60172257","35409119000||56167231200||56167172000||57191886947||57208162224||12796290400||57196187851||56539602200||22433645700||57725573200||57226266124||44161530900||6602377861","Italy||Italy||Italy||Italy||Italy||Italy||Italy||Italy||Italy||Italy||Italy||Italy||Italy","103648892||113872633||103648892||113439040||103648782||103648856||103648856||113872633||113439040||113439040||103648892||124800941","Rachele||Matteo||Marco||Luca||Ilaria||Alberto||Lorenzo||Massimo||Andrea||Chiara Elena||Alessandra||Sara||Hellas","Bicocca Center of Science and Technology for FOOD (BEST4FOOD);||Department of Sociology and Social Research;||Department of Computer Science;Systems and Communication;||Department of Sociology and Social Research;||Laboratory of Dietetics and Clinical Nutrition;Department of Public Health;Experimental and Forensic Medicine;||Department of Psychology;Mind and Behavior Technological Center;||Department of Biotechnology and Biosciences;||Department of Biotechnology and Biosciences;||Department of Computer Science;Systems and Communication;||Laboratory of Dietetics and Clinical Nutrition;Department of Public Health;Experimental and Forensic Medicine;||Laboratory of Dietetics and Clinical Nutrition;Department of Public Health;Experimental and Forensic Medicine;||Department of Sociology and Social Research;||Clinical Nutrition and Dietetics Service;Unit of Internal Medicine and Endocrinology;","De Giuseppe||Colleoni||Cremaschi||Daconto||Di Napoli||Gallace||Guzzetti||Labra||Maurino||Tomasinelli||Vincenti||Zizzari||Cena","2022","BACKGROUND: Aging is a process that does not refer only to the accumulation of damage in a human being over time but rather to individual changes determined by genetic, lifestyle, social and environmental factors. Aging is one of the greatest known risk factors for most human diseases. An older person in good health has a good level of independence, weighs less on the national health system and plays a productive and active role in his/her community; thus, the concept of 'healthy aging', reflecting older adult-environment fit should be promoted. The interactions between lifestyle, including nutrition, and health play a fundamental role in the aging process; eating habits and eating behaviours are recognized as important modifiable factors potentially leading to a healthy 'phenotype'. OBJECTIVE AND METHODS: A multidisciplinary consortium with three Italian universities (the University of Milano-Bicocca, University of Pavia and University of Calabria) and Italian Small-Medium Enterprises proposed the Food Social Network (Food NET) project. Food NET overall outcome is to achieve target-specific guidelines and exact technologies for accessible functional foods, aimed at improving the quality of life and nutritional status of citizens (aged>65) of the Metropolitan City of Milan (Italy). CONCLUSIONS: This project is part of the 'Smart Living' and food-related strategies aimed at responding to the needs of this target population, developing new food products, appropriate to meet the specific requirements and ensuring and promoting sustainable diets for healthy aging by effective food policy approaches.","De Giuseppe R.; Colleoni M.; Cremaschi M.; Daconto L.; Di Napoli I.; Gallace A.; Guzzetti L.; Labra M.; Maurino A.; Tomasinelli C.E.; Vincenti A.; Zizzari S.; Cena H.","scopus.publisher.name||scopus.description.allpeopleoriginal||scopus.description.abstracteng||scopus.title","ar","ar",,,"10.3233/MNM-211500","1973-7998",,"637496563","2-s2.0-85127142331","17600155207","eng","IOS Press BV",,,,,"91","1","101","15","Food insecurity; functional food; healthy aging; nutrition assessment; nutrition policy;","How to preserve healthy aging through nutritional strategies: The new approach of the Food Social Network (Food NET) project","How to preserve healthy aging through nutritional strategies: The new approach of the Food Social Network (Food NET) project"
"ad3bcfd9-9f5a-4f42-8b1f-729434dbd219","10281/9140",,,,"CEUR WORKSHOP PROCEEDINGS::journal39240::600",,,,"Goal 9: Industry, Innovation, and Infrastructure::29628::600","AREA MIN. 01 - SCIENZE MATEMATICHE E INFORMATICHE||AREA MIN. 01 - SCIENZE MATEMATICHE E INFORMATICHE||AREA MIN. 01 - SCIENZE MATEMATICHE E INFORMATICHE",,,,"2023-06-23T12:50:42Z",,"2023-06-23T12:50:42Z","2022-11-25","In this paper, we present MammoTab, a dataset composed of 1M Wikipedia tables extracted from over 20M Wikipedia pages and annotated through Wikidata. The lack of this kind of datasets in the state-
of-the-art makes MammoTab a good resource for testing and training Semantic Table Interpretation approaches. The dataset has been designed to cover several key challenges, such as disambiguation,
homonymy, and NIL-mentions. The dataset has been evaluated using MTab, one of the best approaches of the SemTab challenge.",,,,,,,"Marzocchi, M., Cremaschi, M., Pozzi, R., Avogadro, R., Palmonari, M. (2022). MammoTab: a giant and comprehensive dataset for Semantic Table Interpretation. In SemTab 2022 Semantic Web Challenge on Tabular Data to Knowledge Graph Matching
Proceedings of the Semantic Web Challenge on Tabular Data to Knowledge Graph Matching
co-located with the 21st International Semantic Web Conference (ISWC 2022) (pp.28-33). CEUR-WS.",,,,,,,"CEUR-WS",,,"Efthymiou, V; Jiménez-Ruiz, E; Chen, J; Cutrona, V; Hassanzadeh, O; Sequeda, J; Srinivas, K; Abdelmageed, N; Hulsebos, M",,"2022",,"2022 Semantic Web Challenge on Tabular Data to Knowledge Graph Matching, SemTab 2022 - 23 October 2022 - 27 October 2022",,,"Hangzhou, China - Virtual, Online","SemTab 2022 Semantic Web Challenge on Tabular Data to Knowledge Graph Matching
Proceedings of the Semantic Web Challenge on Tabular Data to Knowledge Graph Matching
co-located with the 21st International Semantic Web Conference (ISWC 2022)",,,,,,,,"Knowledge Graph; Semantic Table Interpretation; SemTab Challenge; Tabular Data;",,"paper","contributo",,"Scientifica",,,,,,,,,,,,,"2025/04/04 04:04:08","2025/12/05 09:18:52","1764922732667","2022","MammoTab: a giant and comprehensive dataset for Semantic Table Interpretation",,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CEUR WORKSHOP PROCEEDINGS###1613-0073","1700","University of Milan - Bicocca||University of Milan - Bicocca||University of Milan - Bicocca||University of Milan - Bicocca||University of Milan - Bicocca","60012306||60012306||60012306||60012306||60012306","58061087400||56167172000||58061041400||57215967118||8835755600","Italy||Italy||Italy||Italy||Italy","","Mattia||Marco||Riccardo||Roberto||Matteo","","Marzocchi||Cremaschi||Pozzi||Avogadro||Palmonari","2022","In this paper, we present MammoTab, a dataset composed of 1M Wikipedia tables extracted from over 20M Wikipedia pages and annotated through Wikidata. The lack of this kind of datasets in the state-of-the-art makes MammoTab a good resource for testing and training Semantic Table Interpretation approaches. The dataset has been designed to cover several key challenges, such as disambiguation, homonymy, and NIL-mentions. The dataset has been evaluated using MTab, one of the best approaches of the SemTab challenge.","Marzocchi M.; Cremaschi M.; Pozzi R.; Avogadro R.; Palmonari M.","scopus.relation.conferencename||scopus.description.allpeopleoriginal||scopus.description.abstracteng","cp","cp",,,,,,"640014815","2-s2.0-85146110739","21100218356","eng","CEUR-WS",,"2022","2022 Semantic Web Challenge on Tabular Data to Knowledge Graph Matching, SemTab 2022",,"28",,"33","3320","Knowledge Graph; Semantic Table Interpretation; SemTab Challenge; Tabular Data;","MammoTab: a giant and comprehensive dataset for Semantic Table Interpretation","MammoTab: a giant and comprehensive dataset for Semantic Table Interpretation"
